komnr;komnr_navn;bydel;bydel_navn;borhf;borhf_navn;bohf;bohf_navn;bosh;bosh_navn;bodps;bodps_navn;kommentar
3205;3205 Lillestrøm;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3207;3207 Nordre Follo;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3209;3209 Ullensaker;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3212;3212 Nesodden;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3214;3214 Frogn;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3218;3218 Ås;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3220;3220 Enebakk;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3222;3222 Lørenskog;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3224;3224 Rælingen;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3226;3226 Aurskog-Høland;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3230;3230 Gjerdrum;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3232;3232 Nittedal;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3238;3238 Nannestad;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3240;3240 Eidsvoll;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3242;3242 Hurdal;;;4;Helse Sør-Øst RHF;15;Akershus;151;Akershus;;;
3228;3228 Nes;;;4;Helse Sør-Øst RHF;15;Akershus;152;Kongsvinger;;;1.jan.2021: Kongsvinger sykehus (tidligere del av Sykehuset Innlandet HF) ble 1.feb 2019 del av Akershus HF. Følgende kommuner (3401 Kongsvinger, 3417 Grue, 3414 Nord-Odal, 3415 Sør-Odal, 3416 Eidskog, 3034 Nes) med ca 64500 innbyggerevar tidligere i opptaksområdet Innlandet (bohf=19).
3401;3401 Kongsvinger;;;4;Helse Sør-Øst RHF;15;Akershus;152;Kongsvinger;;;1.jan.2021: Kongsvinger sykehus (tidligere del av Sykehuset Innlandet HF) ble 1.feb 2019 del av Akershus HF. Følgende kommuner (3401 Kongsvinger, 3417 Grue, 3414 Nord-Odal, 3415 Sør-Odal, 3416 Eidskog, 3034 Nes) med ca 64500 innbyggerevar tidligere i opptaksområdet Innlandet (bohf=19).
3414;3414 Nord-Odal;;;4;Helse Sør-Øst RHF;15;Akershus;152;Kongsvinger;;;1.jan.2021: Kongsvinger sykehus (tidligere del av Sykehuset Innlandet HF) ble 1.feb 2019 del av Akershus HF. Følgende kommuner (3401 Kongsvinger, 3417 Grue, 3414 Nord-Odal, 3415 Sør-Odal, 3416 Eidskog, 3034 Nes) med ca 64500 innbyggerevar tidligere i opptaksområdet Innlandet (bohf=19).
3415;3415 Sør-Odal;;;4;Helse Sør-Øst RHF;15;Akershus;152;Kongsvinger;;;1.jan.2021: Kongsvinger sykehus (tidligere del av Sykehuset Innlandet HF) ble 1.feb 2019 del av Akershus HF. Følgende kommuner (3401 Kongsvinger, 3417 Grue, 3414 Nord-Odal, 3415 Sør-Odal, 3416 Eidskog, 3034 Nes) med ca 64500 innbyggerevar tidligere i opptaksområdet Innlandet (bohf=19).
3416;3416 Eidskog;;;4;Helse Sør-Øst RHF;15;Akershus;152;Kongsvinger;;;1.jan.2021: Kongsvinger sykehus (tidligere del av Sykehuset Innlandet HF) ble 1.feb 2019 del av Akershus HF. Følgende kommuner (3401 Kongsvinger, 3417 Grue, 3414 Nord-Odal, 3415 Sør-Odal, 3416 Eidskog, 3034 Nes) med ca 64500 innbyggerevar tidligere i opptaksområdet Innlandet (bohf=19).
3417;3417 Grue;;;4;Helse Sør-Øst RHF;15;Akershus;152;Kongsvinger;;;1.jan.2021: Kongsvinger sykehus (tidligere del av Sykehuset Innlandet HF) ble 1.feb 2019 del av Akershus HF. Følgende kommuner (3401 Kongsvinger, 3417 Grue, 3414 Nord-Odal, 3415 Sør-Odal, 3416 Eidskog, 3034 Nes) med ca 64500 innbyggerevar tidligere i opptaksområdet Innlandet (bohf=19).
301;0301 Oslo kommune;30103;03 Sagene;4;Helse Sør-Øst RHF;16;OUS;161;Oslo universitetssykehus;;;
301;0301 Oslo kommune;30108;08 Nordre Aker;4;Helse Sør-Øst RHF;16;OUS;161;Oslo universitetssykehus;;;
301;0301 Oslo kommune;30109;09 Bjerke;4;Helse Sør-Øst RHF;16;OUS;161;Oslo universitetssykehus;;;
301;0301 Oslo kommune;30113;13 Østensjø;4;Helse Sør-Øst RHF;16;OUS;161;Oslo universitetssykehus;;;
301;0301 Oslo kommune;30114;14 Nordstrand;4;Helse Sør-Øst RHF;16;OUS;161;Oslo universitetssykehus;;;
301;0301 Oslo kommune;30115;15 Søndre Nordstrand;4;Helse Sør-Øst RHF;16;OUS;161;Oslo universitetssykehus;;;
301;0301 Oslo kommune;30116;16 Sentrum;4;Helse Sør-Øst RHF;16;OUS;161;Oslo universitetssykehus;;;
301;0301 Oslo kommune;30117;17 Marka;4;Helse Sør-Øst RHF;16;OUS;161;Oslo universitetssykehus;;;
301;0301 Oslo kommune;30199;99 Uoppgitt bydel Oslo;4;Helse Sør-Øst RHF;16;OUS;161;Oslo universitetssykehus;;;
301;0301 Oslo kommune;30101;01 Gamle Oslo;4;Helse Sør-Øst RHF;17;Lovisenberg;171;Lovisenberg;;;
301;0301 Oslo kommune;30102;02 Grünerløkka;4;Helse Sør-Øst RHF;17;Lovisenberg;171;Lovisenberg;;;
301;0301 Oslo kommune;30104;04 St. Hanshaugen;4;Helse Sør-Øst RHF;17;Lovisenberg;171;Lovisenberg;;;
301;0301 Oslo kommune;30105;05 Frogner;4;Helse Sør-Øst RHF;18;Diakonhjemmet;181;Diakonhjemmet;;;
301;0301 Oslo kommune;30106;06 Ullern;4;Helse Sør-Øst RHF;18;Diakonhjemmet;181;Diakonhjemmet;;;
301;0301 Oslo kommune;30107;07 Vestre Aker;4;Helse Sør-Øst RHF;18;Diakonhjemmet;181;Diakonhjemmet;;;
3403;3403 Hamar;;;4;Helse Sør-Øst RHF;19;Innlandet;191;Elverum-Hamar;;;
3411;3411 Ringsaker;;;4;Helse Sør-Øst RHF;19;Innlandet;191;Elverum-Hamar;;;
3412;3412 Løten;;;4;Helse Sør-Øst RHF;19;Innlandet;191;Elverum-Hamar;;;
3413;3413 Stange;;;4;Helse Sør-Øst RHF;19;Innlandet;191;Elverum-Hamar;;;
3418;3418 Åsnes;;;4;Helse Sør-Øst RHF;19;Innlandet;191;Elverum-Hamar;;;
3419;3419 Våler (Innlandet);;;4;Helse Sør-Øst RHF;19;Innlandet;191;Elverum-Hamar;;;
3420;3420 Elverum;;;4;Helse Sør-Øst RHF;19;Innlandet;191;Elverum-Hamar;;;
3421;3421 Trysil;;;4;Helse Sør-Øst RHF;19;Innlandet;191;Elverum-Hamar;;;
3422;3422 Åmot;;;4;Helse Sør-Øst RHF;19;Innlandet;191;Elverum-Hamar;;;
3423;3423 Stor-Elvdal;;;4;Helse Sør-Øst RHF;19;Innlandet;191;Elverum-Hamar;;;
3425;3425 Engerdal;;;4;Helse Sør-Øst RHF;19;Innlandet;191;Elverum-Hamar;;;
3234;3234 Lunner;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3407;3407 Gjøvik;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3442;3442 Østre Toten;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3443;3443 Vestre Toten;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3446;3446 Gran;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3447;3447 Søndre Land;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3448;3448 Nordre Land;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3449;3449 Sør-Aurdal;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3450;3450 Etnedal;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3451;3451 Nord-Aurdal;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3452;3452 Vestre Slidre;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3453;3453 Øystre Slidre;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3454;3454 Vang;;;4;Helse Sør-Øst RHF;19;Innlandet;193;Gjøvik;;;
3405;3405 Lillehammer;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3431;3431 Dovre;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3432;3432 Lesja;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3433;3433 Skjåk;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3434;3434 Lom;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3435;3435 Vågå;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3436;3436 Nord-Fron;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3437;3437 Sel;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3438;3438 Sør-Fron;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3439;3439 Ringebu;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3440;3440 Øyer;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3441;3441 Gausdal;;;4;Helse Sør-Øst RHF;19;Innlandet;194;Lillehammer;;;
3424;3424 Rendalen;;;4;Helse Sør-Øst RHF;19;Innlandet;195;Tynset;;;
3426;3426 Tolga;;;4;Helse Sør-Øst RHF;19;Innlandet;195;Tynset;;;
3427;3427 Tynset;;;4;Helse Sør-Øst RHF;19;Innlandet;195;Tynset;;;
3428;3428 Alvdal;;;4;Helse Sør-Øst RHF;19;Innlandet;195;Tynset;;;
3429;3429 Folldal;;;4;Helse Sør-Øst RHF;19;Innlandet;195;Tynset;;;
3430;3430 Os;;;4;Helse Sør-Øst RHF;19;Innlandet;195;Tynset;;;
3201;3201 Bærum;;;4;Helse Sør-Øst RHF;20;Vestre Viken;201;Bærum;;;
3203;3203 Asker;;;4;Helse Sør-Øst RHF;20;Vestre Viken;201;Bærum;;;
3301;3301 Drammen;;;4;Helse Sør-Øst RHF;20;Vestre Viken;202;Drammen;;;
3312;3312 Lier;;;4;Helse Sør-Øst RHF;20;Vestre Viken;202;Drammen;;;
3303;3303 Kongsberg;;;4;Helse Sør-Øst RHF;20;Vestre Viken;203;Kongsberg;;;
3314;3314 Øvre Eiker;;;4;Helse Sør-Øst RHF;20;Vestre Viken;203;Kongsberg;;;
3334;3334 Flesberg;;;4;Helse Sør-Øst RHF;20;Vestre Viken;203;Kongsberg;;;
3336;3336 Rollag;;;4;Helse Sør-Øst RHF;20;Vestre Viken;203;Kongsberg;;;
3338;3338 Nore og Uvdal;;;4;Helse Sør-Øst RHF;20;Vestre Viken;203;Kongsberg;;;
3236;3236 Jevnaker;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3305;3305 Ringerike;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3310;3310 Hole;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3316;3316 Modum;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3318;3318 Krødsherad;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3320;3320 Flå;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3322;3322 Nesbyen;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3324;3324 Gol;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3326;3326 Hemsedal;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3328;3328 Ål;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3330;3330 Hol;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3332;3332 Sigdal;;;4;Helse Sør-Øst RHF;20;Vestre Viken;204;Ringerike;;;
3901;3901 Horten;;;4;Helse Sør-Øst RHF;21;Vestfold;211;Vestfold;;;
3903;3903 Holmestrand;;;4;Helse Sør-Øst RHF;21;Vestfold;211;Vestfold;;;1.jan.2021: 3802 Holmestrand består av 713 Sande og 715 Holmestrand. Sande med ca 10000 innbyggere var tidligere i opptaksområdet Vestre Viken (bohf=20).
3905;3905 Tønsberg;;;4;Helse Sør-Øst RHF;21;Vestfold;211;Vestfold;;;
3907;3907 Sandefjord;;;4;Helse Sør-Øst RHF;21;Vestfold;211;Vestfold;;;
3909;3909 Larvik;;;4;Helse Sør-Øst RHF;21;Vestfold;211;Vestfold;;;
3911;3911 Færder;;;4;Helse Sør-Øst RHF;21;Vestfold;211;Vestfold;;;
4005;4005 Notodden;;;4;Helse Sør-Øst RHF;22;Telemark;221;Notodden;;;
4020;4020 Midt-Telemark;;;4;Helse Sør-Øst RHF;22;Telemark;221;Notodden;;;
4022;4022 Seljord;;;4;Helse Sør-Øst RHF;22;Telemark;221;Notodden;;;
4024;4024 Hjartdal;;;4;Helse Sør-Øst RHF;22;Telemark;221;Notodden;;;
4026;4026 Tinn;;;4;Helse Sør-Øst RHF;22;Telemark;221;Notodden;;;
4028;4028 Kviteseid;;;4;Helse Sør-Øst RHF;22;Telemark;221;Notodden;;;
4034;4034 Tokke;;;4;Helse Sør-Øst RHF;22;Telemark;221;Notodden;;;
4036;4036 Vinje;;;4;Helse Sør-Øst RHF;22;Telemark;221;Notodden;;;
4001;4001 Porsgrunn;;;4;Helse Sør-Øst RHF;22;Telemark;222;Skien;;;
4003;4003 Skien;;;4;Helse Sør-Øst RHF;22;Telemark;222;Skien;;;
4010;4010 Siljan;;;4;Helse Sør-Øst RHF;22;Telemark;222;Skien;;;
4012;4012 Bamble;;;4;Helse Sør-Øst RHF;22;Telemark;222;Skien;;;
4014;4014 Kragerø;;;4;Helse Sør-Øst RHF;22;Telemark;222;Skien;;;
4016;4016 Drangedal;;;4;Helse Sør-Øst RHF;22;Telemark;222;Skien;;;
4018;4018 Nome;;;4;Helse Sør-Øst RHF;22;Telemark;222;Skien;;;
4030;4030 Nissedal;;;4;Helse Sør-Øst RHF;22;Telemark;222;Skien;;;
4032;4032 Fyresdal;;;4;Helse Sør-Øst RHF;22;Telemark;222;Skien;;;
4201;4201 Risør;;;4;Helse Sør-Øst RHF;23;Sørlandet;231;Arendal;;;
4202;4202 Grimstad;;;4;Helse Sør-Øst RHF;23;Sørlandet;231;Arendal;;;
4203;4203 Arendal;;;4;Helse Sør-Øst RHF;23;Sørlandet;231;Arendal;;;
4211;4211 Gjerstad;;;4;Helse Sør-Øst RHF;23;Sørlandet;231;Arendal;;;
4212;4212 Vegårshei;;;4;Helse Sør-Øst RHF;23;Sørlandet;231;Arendal;;;
4213;4213 Tvedestrand;;;4;Helse Sør-Øst RHF;23;Sørlandet;231;Arendal;;;
4214;4214 Froland;;;4;Helse Sør-Øst RHF;23;Sørlandet;231;Arendal;;;
4217;4217 Åmli;;;4;Helse Sør-Øst RHF;23;Sørlandet;231;Arendal;;;
4206;4206 Farsund;;;4;Helse Sør-Øst RHF;23;Sørlandet;232;Flekkefjord;;;
4207;4207 Flekkefjord;;;4;Helse Sør-Øst RHF;23;Sørlandet;232;Flekkefjord;;;
4225;4225 Lyngdal;;;4;Helse Sør-Øst RHF;23;Sørlandet;232;Flekkefjord;;;
4226;4226 Hægebostad;;;4;Helse Sør-Øst RHF;23;Sørlandet;232;Flekkefjord;;;
4227;4227 Kvinesdal;;;4;Helse Sør-Øst RHF;23;Sørlandet;232;Flekkefjord;;;
4228;4228 Sirdal;;;4;Helse Sør-Øst RHF;23;Sørlandet;232;Flekkefjord;;;
4204;4204 Kristiansand;;;4;Helse Sør-Øst RHF;23;Sørlandet;233;Kristiansand;;;
4205;4205 Lindesnes;;;4;Helse Sør-Øst RHF;23;Sørlandet;233;Kristiansand;;;
4215;4215 Lillesand;;;4;Helse Sør-Øst RHF;23;Sørlandet;233;Kristiansand;;;
4216;4216 Birkenes;;;4;Helse Sør-Øst RHF;23;Sørlandet;233;Kristiansand;;;
4218;4218 Iveland;;;4;Helse Sør-Øst RHF;23;Sørlandet;233;Kristiansand;;;
4219;4219 Evje og Hornnes;;;4;Helse Sør-Øst RHF;23;Sørlandet;233;Kristiansand;;;
4220;4220 Bygland;;;4;Helse Sør-Øst RHF;23;Sørlandet;233;Kristiansand;;;
4221;4221 Valle;;;4;Helse Sør-Øst RHF;23;Sørlandet;233;Kristiansand;;;
4222;4222 Bykle;;;4;Helse Sør-Øst RHF;23;Sørlandet;233;Kristiansand;;;
4223;4223 Vennesla;;;4;Helse Sør-Øst RHF;23;Sørlandet;233;Kristiansand;;;
4224;4224 Åseral;;;4;Helse Sør-Øst RHF;23;Sørlandet;233;Kristiansand;;;
301;301 Oslo;;;4;Helse Sør-Øst RHF;30;Oslo;301;Oslo;;;
;;;;4;Helse Sør-Øst RHF;31;Indre Oslo;;;;;
2100;2100 Svalbard;;;24;Utlandet/Svalbard;24;Utlandet;;;;;
2211;2211 Jan Mayen;;;24;Utlandet/Svalbard;24;Utlandet;;;;;
2311;2311 Kontinentalsokkelen;;;24;Utlandet/Svalbard;24;Utlandet;;;;;
2321;2321 Kontinentalsokkelen;;;24;Utlandet/Svalbard;24;Utlandet;;;;;
9000;9000 Utenlandske statsborgere uten konv;;;24;Utlandet/Svalbard;24;Utlandet;;;;;
9900;9900 Utenlandske statsborgere med konve;;;24;Utlandet/Svalbard;24;Utlandet;;;;;
9999;9999 Ukjent;;;99;Ukjent/ugyldig kommunenr;99;Ukjent;;;;Ukjent;
;;;;7777;Helse Nord RHF;7777;Helse Nord;;;;Helse Nord;
8888;Norge;;;8888;Norge;8888;Norge;8888;Norge;8888;Norge;
